[Equity Support - Nearing List]
Symbol,Rank,Lot,MTF,Quality Score,LTP,Day Gap%,Week Gap%,Month Gap%,Volatility%,Details
KVYO,2252,100,1.0,0,13.25,-79.4,-79.4,,4.85,(Stock Name: Klaviyo, Inc. Series A; Sector: Technology; Intrinsic: 3.81; Revenue: 131 cr; Net Profit: -1 cr; Recommended: strong_buy; Projected High: 37.0; Projected Medium: 30.0; Projected Low: 17.0; All time high: 49.55 => 73.0%; SMA 200: 23.4 => -76.6%; RSI: 34.78; Day Volatility: 4.85; Week Volatility: 22.15; Month Volatility: 52.98; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 23.77 => -79.4%; Week Support: 23.77 => -79.4%; Month Support: 0.0 => 100.0%; Day NWE: 10.27 => 22.47%; Week NWE: 8.47 => 36.11%; Month NWE: 0.0 => 100.0%)
EPAM,1632,100,1.0,3,76.64,-80.26,-80.26,-158.34,6.42,(Stock Name: EPAM Systems, Inc.; Sector: Technology; Intrinsic: 65.04; Revenue: 556 cr; Net Profit: 39 cr; Recommended: buy; Projected High: 235.0; Projected Medium: 139.0; Projected Low: 99.0; All time high: 725.4 => 89.0%; SMA 200: 155.0 => -102.24%; RSI: 23.18; Day Volatility: 6.42; Week Volatility: 16.87; Month Volatility: 47.14; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 138.15 => -80.26%; Week Support: 138.15 => -80.26%; Month Support: 197.99 => -158.34%; Day NWE: 68.6 => 10.49%; Week NWE: 56.39 => 26.42%; Month NWE: -17.66 => 123.04%)
DJT,2073,100,1.0,-1,8.49,-81.63,-81.63,-38.4,5.36,(Stock Name: Trump Media & Technology Group ; Sector: Communication Services; Intrinsic: 4.52; Revenue: 0 cr; Net Profit: -109 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 175.0 => 95.0%; SMA 200: 12.03 => -41.72%; RSI: 49.76; Day Volatility: 5.36; Week Volatility: 10.62; Month Volatility: 35.17; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 15.42 => -81.63%; Week Support: 15.42 => -81.63%; Month Support: 11.75 => -38.4%; Day NWE: 6.71 => 21.01%; Week NWE: -1.36 => 116.04%; Month NWE: 0.0 => 100.0%)
GOGO,3464,100,1.0,1,3.41,-81.67,-81.67,-80.94,6.93,(Stock Name: Gogo Inc.; Sector: Communication Services; Intrinsic: 0.87; Revenue: 91 cr; Net Profit: 1 cr; Recommended: none; Projected High: 12.0; Projected Medium: 9.5; Projected Low: 7.0; All time high: 35.77 => 90.0%; SMA 200: 5.84 => -71.3%; RSI: 36.17; Day Volatility: 6.93; Week Volatility: 18.5; Month Volatility: 40.99; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.2 => -81.67%; Week Support: 6.2 => -81.67%; Month Support: 6.17 => -80.94%; Day NWE: 2.94 => 13.88%; Week NWE: 0.55 => 83.77%; Month NWE: 0.62 => 81.83%)
PHR,3264,100,1.0,3,9.38,-81.98,-81.98,-81.98,4.09,(Stock Name: Phreesia, Inc.; Sector: Healthcare; Intrinsic: 5.81; Revenue: 50 cr; Net Profit: 1 cr; Recommended: buy; Projected High: 20.0; Projected Medium: 14.0; Projected Low: 9.0; All time high: 81.59 => 89.0%; SMA 200: 15.69 => -67.29%; RSI: 49.66; Day Volatility: 4.09; Week Volatility: 13.22; Month Volatility: 36.64; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 17.07 => -81.98%; Week Support: 17.07 => -81.98%; Month Support: 17.07 => -81.98%; Day NWE: 7.52 => 19.88%; Week NWE: 3.42 => 63.58%; Month NWE: 0.0 => 100.0%)
JELD,4567,100,1.0,-3,1.78,-83.71,-83.71,-370.79,11.23,(Stock Name: JELD-WEN Holding, Inc.; Sector: Industrials; Intrinsic: 0.14; Revenue: 316 cr; Net Profit: -51 cr; Recommended: none; Projected High: 2.5; Projected Medium: 1.875; Projected Low: 1.6; All time high: 42.27 => 96.0%; SMA 200: 2.73 => -53.18%; RSI: 51.47; Day Volatility: 11.23; Week Volatility: 22.68; Month Volatility: 49.12; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 3.27 => -83.71%; Week Support: 3.27 => -83.71%; Month Support: 8.38 => -370.79%; Day NWE: 1.26 => 29.33%; Week NWE: -1.49 => 183.62%; Month NWE: -5.18 => 390.73%)
TCPC,3998,100,1.0,-3,3.41,-83.87,-83.87,-181.52,3.18,(Stock Name: BlackRock TCP Capital Corp.; Sector: Financial Services; Intrinsic: 6.72; Revenue: 19 cr; Net Profit: -13 cr; Recommended: none; Projected High: 5.5; Projected Medium: 3.5; Projected Low: 3.5; All time high: 18.55 => 82.0%; SMA 200: 5.02 => -47.22%; RSI: 31.78; Day Volatility: 3.18; Week Volatility: 9.13; Month Volatility: 26.48; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.27 => -83.87%; Week Support: 6.27 => -83.87%; Month Support: 9.6 => -181.52%; Day NWE: 3.01 => 11.82%; Week NWE: 2.36 => 30.66%; Month NWE: 2.37 => 30.57%)
TYL,910,100,1.0,7,278.91,-84.12,-84.12,-0.79,4.53,(Stock Name: Tyler Technologies, Inc.; Sector: Technology; Intrinsic: 83.83; Revenue: 238 cr; Net Profit: 32 cr; Recommended: buy; Projected High: 650.0; Projected Medium: 435.0; Projected Low: 335.0; All time high: 661.31 => 58.0%; SMA 200: 408.03 => -46.3%; RSI: 35.97; Day Volatility: 4.53; Week Volatility: 8.89; Month Volatility: 22.42; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 513.52 => -84.12%; Week Support: 513.52 => -84.12%; Month Support: 281.11 => -0.79%; Day NWE: 254.77 => 8.66%; Week NWE: 240.6 => 13.73%; Month NWE: 288.29 => -3.36%)
CCC,2003,100,1.0,4,4.41,-84.58,-84.58,-68.03,5.02,(Stock Name: CCC Intelligent Solutions Holdi; Sector: Technology; Intrinsic: 2.93; Revenue: 109 cr; Net Profit: 3 cr; Recommended: none; Projected High: 14.0; Projected Medium: 8.0; Projected Low: 6.0; All time high: 16.11 => 73.0%; SMA 200: 6.93 => -57.03%; RSI: 38.72; Day Volatility: 5.02; Week Volatility: 12.78; Month Volatility: 32.71; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 8.14 => -84.58%; Week Support: 8.14 => -84.58%; Month Support: 7.41 => -68.03%; Day NWE: 3.59 => 18.54%; Week NWE: 3.21 => 27.13%; Month NWE: 0.0 => 100.0%)
FUFU,5284,100,1.0,3,1.56,-86.54,-86.54,-48.72,17.13,(Stock Name: BitFuFu Inc.; Sector: Financial Services; Intrinsic: 1.33; Revenue: 47 cr; Net Profit: 6 cr; Recommended: none; Projected High: 7.0; Projected Medium: 6.0; Projected Low: 5.5; All time high: 18.32 => 91.0%; SMA 200: 3.24 => -107.37%; RSI: 29.18; Day Volatility: 17.13; Week Volatility: 38.74; Month Volatility: 60.22; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.91 => -86.54%; Week Support: 2.91 => -86.54%; Month Support: 2.32 => -48.72%; Day NWE: 1.8 => -15.54%; Week NWE: 1.2 => 22.86%; Month NWE: 0.0 => 100.0%)
NSPR,5256,100,1.0,-1,1.1,-89.04,-89.04,26.03,7.33,(Stock Name: InspireMD Inc.; Sector: Healthcare; Intrinsic: 1.27; Revenue: 1 cr; Net Profit: -5 cr; Recommended: buy; Projected High: 4.0; Projected Medium: 4.0; Projected Low: 3.0; All time high: 75862496.0 => 100.0%; SMA 200: 1.92 => -75.16%; RSI: 33.49; Day Volatility: 7.33; Week Volatility: 19.77; Month Volatility: 43.44; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.07 => -89.04%; Week Support: 2.07 => -89.04%; Month Support: 0.81 => 26.03%; Day NWE: 0.91 => 16.76%; Week NWE: 0.97 => 11.47%; Month NWE: -44.21 => 4137.57%)
WHR,2023,100,1.0,2,38.86,-89.71,-89.71,-116.62,6.21,(Stock Name: Whirlpool Corporation; Sector: Consumer Cyclical; Intrinsic: 58.19; Revenue: 1518 cr; Net Profit: 16 cr; Recommended: hold; Projected High: 137.0; Projected Medium: 47.5; Projected Low: 30.0; All time high: 257.68 => 85.0%; SMA 200: 67.87 => -74.66%; RSI: 36.6; Day Volatility: 6.21; Week Volatility: 15.43; Month Volatility: 39.38; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 73.72 => -89.71%; Week Support: 73.72 => -89.71%; Month Support: 84.18 => -116.62%; Day NWE: 29.41 => 24.31%; Week NWE: 24.13 => 37.9%; Month NWE: 19.68 => 49.35%)
BSX,275,100,1.0,5,45.29,-89.84,-89.84,22.76,3.21,(Stock Name: Boston Scientific Corporation; Sector: Healthcare; Intrinsic: 17.4; Revenue: 2061 cr; Net Profit: 356 cr; Recommended: strong_buy; Projected High: 106.0; Projected Medium: 75.5; Projected Low: 55.0; All time high: 109.5 => 59.0%; SMA 200: 81.2 => -79.29%; RSI: 27.22; Day Volatility: 3.21; Week Volatility: 10.0; Month Volatility: 28.13; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 85.98 => -89.84%; Week Support: 85.98 => -89.84%; Month Support: 34.98 => 22.76%; Day NWE: 38.24 => 15.57%; Week NWE: 41.07 => 9.31%; Month NWE: 62.67 => -38.38%)
EHTH,5244,100,1.0,1,1.65,-92.73,-92.73,-61.82,7.06,(Stock Name: eHealth, Inc.; Sector: Financial Services; Intrinsic: 19.09; Revenue: 53 cr; Net Profit: -2 cr; Recommended: none; Projected High: 3.0; Projected Medium: 2.5; Projected Low: 2.0; All time high: 152.19 => 99.0%; SMA 200: 2.98 => -80.63%; RSI: 47.74; Day Volatility: 7.06; Week Volatility: 17.49; Month Volatility: 69.87; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 3.18 => -92.73%; Week Support: 3.18 => -92.73%; Month Support: 2.67 => -61.82%; Day NWE: 1.04 => 37.18%; Week NWE: -0.93 => 156.3%; Month NWE: -26.28 => 1693.01%)
CMBM,6162,100,1.0,-2,0.12,-92.83,-92.83,-92.83,237.46,(Stock Name: Cambium Networks Corporation; Sector: Technology; Intrinsic: 1.54; Revenue: 17 cr; Net Profit: -10 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 66.4 => 100.0%; SMA 200: 1.22 => -915.76%; RSI: 25.49; Day Volatility: 237.46; Week Volatility: 439.04; Month Volatility: 1417.82; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.23 => -92.83%; Week Support: 0.23 => -92.83%; Month Support: 0.23 => -92.83%; Day NWE: 0.35 => -187.64%; Week NWE: 0.14 => -16.38%; Month NWE: 0.0 => 100.0%)
TRI,451,100,1.0,5,78.58,-92.92,-92.92,-20.98,3.94,(Stock Name: Thomson Reuters Corp; Sector: Industrials; Intrinsic: 26.53; Revenue: 766 cr; Net Profit: 153 cr; Recommended: buy; Projected High: 160.0; Projected Medium: 120.0; Projected Low: 97.0; All time high: 218.42 => 64.0%; SMA 200: 118.07 => -50.25%; RSI: 39.1; Day Volatility: 3.94; Week Volatility: 12.07; Month Volatility: 26.79; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 151.6 => -92.92%; Week Support: 151.6 => -92.92%; Month Support: 95.07 => -20.98%; Day NWE: 65.26 => 16.94%; Week NWE: 59.74 => 23.97%; Month NWE: 91.43 => -16.35%)
FLUT,703,100,1.0,1,101.83,-93.34,-93.34,13.29,6.02,(Stock Name: Flutter Entertainment plc; Sector: Consumer Cyclical; Intrinsic: 51.97; Revenue: 1702 cr; Net Profit: -38 cr; Recommended: buy; Projected High: 341.0; Projected Medium: 155.0; Projected Low: 80.0; All time high: 313.68 => 68.0%; SMA 200: 172.76 => -69.66%; RSI: 46.54; Day Volatility: 6.02; Week Volatility: 10.17; Month Volatility: 32.39; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 196.88 => -93.34%; Week Support: 196.88 => -93.34%; Month Support: 88.3 => 13.29%; Day NWE: 84.23 => 17.28%; Week NWE: 44.03 => 56.76%; Month NWE: 103.57 => -1.71%)
GHI,4718,100,1.0,-3,5.19,-94.99,-94.99,-102.66,2.64,(Stock Name: Greystone Housing Impact Invest; Sector: Financial Services; Intrinsic: 11.91; Revenue: 3 cr; Net Profit: -1 cr; Recommended: none; Projected High: 7.0; Projected Medium: 7.0; Projected Low: 7.0; All time high: 24.44 => 79.0%; SMA 200: 7.21 => -38.94%; RSI: 46.31; Day Volatility: 2.64; Week Volatility: 5.51; Month Volatility: 22.05; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 10.12 => -94.99%; Week Support: 10.12 => -94.99%; Month Support: 10.52 => -102.66%; Day NWE: 4.51 => 13.07%; Week NWE: 3.25 => 37.47%; Month NWE: 2.76 => 46.81%)
PTLO,3899,100,1.0,2,4.26,-96.71,-96.71,,5.87,(Stock Name: Portillo's Inc.; Sector: Consumer Cyclical; Intrinsic: 6.53; Revenue: 74 cr; Net Profit: 2 cr; Recommended: none; Projected High: 11.0; Projected Medium: 6.0; Projected Low: 5.0; All time high: 57.72 => 93.0%; SMA 200: 5.31 => -24.73%; RSI: 47.52; Day Volatility: 5.87; Week Volatility: 17.12; Month Volatility: 32.36; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 8.38 => -96.71%; Week Support: 8.38 => -96.71%; Month Support: 0.0 => 100.0%; Day NWE: 3.34 => 21.55%; Week NWE: 1.61 => 62.25%; Month NWE: 0.0 => 100.0%)
NABL,3267,100,1.0,-1,3.06,-98.37,-98.37,-165.36,6.86,(Stock Name: N-able, Inc.; Sector: Technology; Intrinsic: 4.24; Revenue: 53 cr; Net Profit: -1 cr; Recommended: none; Projected High: 10.0; Projected Medium: 6.0; Projected Low: 5.75; All time high: 16.0 => 81.0%; SMA 200: 6.13 => -100.44%; RSI: 34.22; Day Volatility: 6.86; Week Volatility: 24.3; Month Volatility: 48.09; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.07 => -98.37%; Week Support: 6.07 => -98.37%; Month Support: 8.12 => -165.36%; Day NWE: 2.31 => 24.4%; Week NWE: 2.13 => 30.36%; Month NWE: 0.0 => 100.0%)
DH,4763,100,1.0,-3,1.08,-99.07,-99.07,,7.41,(Stock Name: Definitive Healthcare Corp.; Sector: Healthcare; Intrinsic: 2.7; Revenue: 24 cr; Net Profit: -14 cr; Recommended: hold; Projected High: 3.5; Projected Medium: 2.75; Projected Low: 1.0; All time high: 50.3 => 98.0%; SMA 200: 2.77 => -156.15%; RSI: 45.08; Day Volatility: 7.41; Week Volatility: 17.53; Month Volatility: 66.55; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.15 => -99.07%; Week Support: 2.15 => -99.07%; Month Support: 0.0 => 100.0%; Day NWE: 0.62 => 42.23%; Week NWE: -0.09 => 108.73%; Month NWE: 0.0 => 100.0%)
INTU,244,40,1.0,5,267.0,-99.49,-99.49,-27.1,4.17,(Stock Name: Intuit Inc.; Sector: Technology; Intrinsic: 75.22; Revenue: 2092 cr; Net Profit: 458 cr; Recommended: buy; Projected High: 921.0; Projected Medium: 460.0; Projected Low: 275.0; All time high: 813.7 => 67.0%; SMA 200: 523.32 => -96.0%; RSI: 31.34; Day Volatility: 4.17; Week Volatility: 19.41; Month Volatility: 41.99; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 532.65 => -99.49%; Week Support: 532.65 => -99.49%; Month Support: 339.36 => -27.1%; Day NWE: 208.99 => 21.73%; Week NWE: 235.21 => 11.91%; Month NWE: 366.42 => -37.24%)
FVRR,3679,100,1.0,4,10.38,-100.64,-100.64,-81.41,4.69,(Stock Name: Fiverr International Ltd.; Sector: Communication Services; Intrinsic: 11.7; Revenue: 43 cr; Net Profit: 3 cr; Recommended: buy; Projected High: 26.0; Projected Medium: 15.0; Projected Low: 13.0; All time high: 336.0 => 97.0%; SMA 200: 16.45 => -58.48%; RSI: 49.48; Day Volatility: 4.69; Week Volatility: 11.15; Month Volatility: 33.09; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 20.83 => -100.64%; Week Support: 20.83 => -100.64%; Month Support: 18.83 => -81.41%; Day NWE: 8.35 => 19.6%; Week NWE: 3.88 => 62.58%; Month NWE: 0.0 => 100.0%)
RCON,5289,100,1.0,-1,0.69,-102.6,-102.6,-82.34,14.64,(Stock Name: Recon Technology, Ltd.; Sector: Energy; Intrinsic: 2.22; Revenue: 11 cr; Net Profit: -3 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 720.0 => 100.0%; SMA 200: 1.53 => -121.35%; RSI: 33.25; Day Volatility: 14.64; Week Volatility: 28.94; Month Volatility: 68.64; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.4 => -102.6%; Week Support: 1.4 => -102.6%; Month Support: 1.26 => -82.34%; Day NWE: 0.53 => 23.91%; Week NWE: 0.03 => 95.35%; Month NWE: -37.37 => 5507.83%)
GETY,4135,100,1.0,-2,0.61,-106.61,-106.61,-465.29,12.46,(Stock Name: Getty Images Holdings, Inc.; Sector: Communication Services; Intrinsic: 1.29; Revenue: 98 cr; Net Profit: -11 cr; Recommended: none; Projected High: 7.0; Projected Medium: 3.925; Projected Low: 0.85; All time high: 37.88 => 98.0%; SMA 200: 1.29 => -113.06%; RSI: 32.18; Day Volatility: 12.46; Week Volatility: 31.45; Month Volatility: 61.37; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.25 => -106.61%; Week Support: 1.25 => -106.61%; Month Support: 3.42 => -465.29%; Day NWE: 0.49 => 18.5%; Week NWE: 0.14 => 76.32%; Month NWE: 0.0 => 100.0%)
ALVO,2710,100,1.0,3,3.53,-108.22,-108.22,,5.62,(Stock Name: Alvotech; Sector: Healthcare; Intrinsic: -0.59; Revenue: 57 cr; Net Profit: 7 cr; Recommended: buy; Projected High: 50.0; Projected Medium: 10.0; Projected Low: 5.0; All time high: 18.0 => 80.0%; SMA 200: 6.85 => -94.06%; RSI: 33.79; Day Volatility: 5.62; Week Volatility: 15.19; Month Volatility: 37.14; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 7.35 => -108.22%; Week Support: 7.35 => -108.22%; Month Support: 0.0 => 100.0%; Day NWE: 2.59 => 26.58%; Week NWE: 2.1 => 40.47%; Month NWE: 0.0 => 100.0%)
ICMB,5726,100,1.0,-3,1.18,-108.47,-108.47,-108.47,3.77,(Stock Name: Investcorp Credit Management BD; Sector: Financial Services; Intrinsic: 3.65; Revenue: 2 cr; Net Profit: -2 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 16.92 => 93.0%; SMA 200: 2.42 => -105.0%; RSI: 31.02; Day Volatility: 3.77; Week Volatility: 18.28; Month Volatility: 53.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.46 => -108.47%; Week Support: 2.46 => -108.47%; Month Support: 2.46 => -108.47%; Day NWE: 0.75 => 36.71%; Week NWE: 1.15 => 2.17%; Month NWE: 1.39 => -17.41%)
UPXI,5135,100,1.0,-1,0.91,-109.36,-109.36,,9.71,(Stock Name: Upexi, Inc.; Sector: Communication Services; Intrinsic: -0.78; Revenue: 3 cr; Net Profit: -23 cr; Recommended: none; Projected High: 8.0; Projected Medium: 5.0; Projected Low: 2.0; All time high: 187.4 => 100.0%; SMA 200: 2.55 => -180.65%; RSI: 38.06; Day Volatility: 9.71; Week Volatility: 24.59; Month Volatility: 82.76; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.9 => -109.36%; Week Support: 1.9 => -109.36%; Month Support: 0.0 => 100.0%; Day NWE: 0.49 => 46.47%; Week NWE: -3.09 => 439.91%; Month NWE: 0.0 => 100.0%)
DUOL,1441,40,1.0,4,125.56,-110.0,-110.0,51.82,6.65,(Stock Name: Duolingo, Inc.; Sector: Technology; Intrinsic: 29.71; Revenue: 110 cr; Net Profit: 42 cr; Recommended: hold; Projected High: 145.0; Projected Medium: 101.0; Projected Low: 81.0; All time high: 544.93 => 77.0%; SMA 200: 172.13 => -37.09%; RSI: 63.09; Day Volatility: 6.65; Week Volatility: 11.61; Month Volatility: 26.12; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 263.68 => -110.0%; Week Support: 263.68 => -110.0%; Month Support: 60.5 => 51.82%; Day NWE: 101.71 => 19.0%; Week NWE: -16.34 => 113.01%; Month NWE: 0.0 => 100.0%)
HAIN,5216,100,1.0,-3,0.61,-113.11,-113.11,-2268.85,10.19,(Stock Name: The Hain Celestial Group, Inc.; Sector: Consumer Defensive; Intrinsic: 2.37; Revenue: 145 cr; Net Profit: -52 cr; Recommended: none; Projected High: 3.0; Projected Medium: 1.03; Projected Low: 0.5; All time high: 70.65 => 99.0%; SMA 200: 1.06 => -73.6%; RSI: 38.5; Day Volatility: 10.19; Week Volatility: 21.69; Month Volatility: 58.24; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.3 => -113.11%; Week Support: 1.3 => -113.11%; Month Support: 14.45 => -2268.85%; Day NWE: 0.43 => 28.79%; Week NWE: -0.87 => 242.89%; Month NWE: -10.3 => 1788.21%)
CNCK,4081,100,1.0,3,1.97,-114.21,-114.21,,11.78,(Stock Name: Coincheck Group N.V.; Sector: Financial Services; Intrinsic: 0.67; Revenue: 47513 cr; Net Profit: 3 cr; Recommended: none; Projected High: 4.8005586; Projected Medium: 3.6927583; Projected Low: 2.5849578; All time high: 14.99 => 87.0%; SMA 200: 4.03 => -104.61%; RSI: 34.36; Day Volatility: 11.78; Week Volatility: 22.34; Month Volatility: 96.41; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 4.22 => -114.21%; Week Support: 4.22 => -114.21%; Month Support: 0.0 => 100.0%; Day NWE: 1.19 => 39.37%; Week NWE: 0.59 => 70.28%; Month NWE: 0.0 => 100.0%)
BLKB,2611,100,1.0,2,27.04,-114.68,-114.68,-61.02,5.14,(Stock Name: Blackbaud, Inc.; Sector: Technology; Intrinsic: 0.76; Revenue: 114 cr; Net Profit: 14 cr; Recommended: none; Projected High: 65.0; Projected Medium: 50.0; Projected Low: 45.0; All time high: 120.35 => 78.0%; SMA 200: 50.93 => -88.36%; RSI: 35.31; Day Volatility: 5.14; Week Volatility: 14.53; Month Volatility: 35.78; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 58.05 => -114.68%; Week Support: 58.05 => -114.68%; Month Support: 43.54 => -61.02%; Day NWE: 21.95 => 18.84%; Week NWE: 21.79 => 19.4%; Month NWE: 29.62 => -9.52%)
ANGI,4351,100,1.0,1,5.02,-116.73,-116.73,-208.76,7.23,(Stock Name: Angi Inc.; Sector: Communication Services; Intrinsic: 22.63; Revenue: 102 cr; Net Profit: 2 cr; Recommended: buy; Projected High: 14.0; Projected Medium: 10.5; Projected Low: 5.0; All time high: 283.2 => 98.0%; SMA 200: 10.64 => -112.0%; RSI: 38.03; Day Volatility: 7.23; Week Volatility: 24.45; Month Volatility: 57.85; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 10.88 => -116.73%; Week Support: 10.88 => -116.73%; Month Support: 15.5 => -208.76%; Day NWE: 3.64 => 27.53%; Week NWE: 0.9 => 82.17%; Month NWE: -28.12 => 660.24%)
FNGR,5518,100,1.0,-3,0.47,-117.3,-117.3,-117.3,16.2,(Stock Name: FingerMotion, Inc.; Sector: Communication Services; Intrinsic: 0.25; Revenue: 2 cr; Net Profit: -1 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 17.0 => 97.0%; SMA 200: 1.23 => -160.05%; RSI: 32.79; Day Volatility: 16.2; Week Volatility: 46.27; Month Volatility: 97.73; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.03 => -117.3%; Week Support: 1.03 => -117.3%; Month Support: 1.03 => -117.3%; Day NWE: 0.34 => 28.58%; Week NWE: 0.01 => 98.36%; Month NWE: 0.01 => 98.3%)
